Part Number,Part Name,Make/Buy,Planner,Buyer,CTLT,ABC Class,Ann Usage Pieces,Primary Supplier
27B3842X022,"SUPPORT SLEEVE  ~  1 V150,V200,V300 FLAT METAL",Make,Planner 10,,31.70959894,D USE,1,
27B3852X022,"SUPPORT SLEEVE  ~  2 V150,V200,V300 FLAT METAL",Make,Planner 10,,43.99131126,D USE,,
27B3852X032,"SUPPORT SLEEVE ~ 2 V150,V200,V300 FLAT METAL",Make,Planner 10,,41.9025564,D E&O,,
27B4122X012,DISC SEAT  ~  3 IN,Make,Planner 4,,45.89451913,D E&O,,
27B4123F012,DISC SEAT ~ 4  HF SEAT,Make,Planner 4,,76.07212213,D USE,,
27B4268X012,"PLUG,CAVITROL III  ~  1 5/16 PORT,1L5000 2STAGE",Make,Planner 12,,37.38861709,D E&O,,
27B4291X012,"PLUG,BAL  ~  7 PORT,1L7500",Make,Planner 12,,151.2160659,D USE,2,
27B4484X012,DIAPHRAGM  ~,Make,,,,,,
27B4484X01P,DIAPHRAGM  ~,Make,,,,,,
27B4484X022,DIAPHRAGM  ~  1.00 HEAD,Make,,,,,,
27B4524X022,"PLUG/RETAINER,HI TEM  ~  2 7/8PORT,1L7500,W/C-SEAL",Make,Planner 12,,59.39755502,D USE,,
27B4524X032,"PLUG/RETAINER,HI TEM ~ 2 7/8PORT,1L5000,W/C-SEAL",Make,Planner 12,,52.64471619,D USE,,
27B4524X112,"PLUG/RETAINER,HI TEM ~ 2 7/8PORT,1L5000,W/C-SEAL,CMTR",Make,Planner 12,,54.65252577,D USE,,
27B4524X472,"PLUG/RET/STEM ASSY ~ 2 7/8ORF,1L7500,14.75ACT,CSEAL/FLOW DOWN",Make,,,,,,
27B4526F012,"RETAINER ~ 2 1/2,600,2 7/8PORT,HF GUIDE",Make,Planner 10,,47.38347224,D NEW,,
27B4526X022,"RETAINER  ~  2 1/2,600,2 7/8PORT,HF GUIDE",Make,Planner 10,,45.92564633,D USE,6,
27B4526X072,"RETAINER ~ 2 1/2,600,2 7/8PORT,HF GUIDE,CMTR",Make,Planner 10,,45.93225083,D USE,,
27B4526X192,"RETAINER ~ 2 1/2,600,2 7/8PORT,HF GUIDE",Make,Planner 10,,47.53684475,D NEW,6,
27B4617X012,"FLANGE,PACKING ~ 2 3/4 SHAFT,ENVIRO-SEAL",Make,Planner 4,,23.25340457,C,55,
27B4951X11A,TAILPIECE FORGING ~ 16 V260 CL600,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",54,D E&O,,FRISA FORJADOS SA DE CV
27B4958X05A,SEAL BLANK FORGING ~ 16 V260,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",126,D E&O,,
27B4960X012,SEAL INSERT  ~  16 V260,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",48,B,7,ALTAMIRA MATERIAL SOLUTIONS LP
27B4960X022,SEAL INSERT  ~  16 V260,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",78,A,5,ALTAMIRA MATERIAL SOLUTIONS LP
27B4971X012,PACKING FOLLOWER ~ 16 V260,Make,Planner 10,,22.99155212,C,8,
27B5021X01A,SEAL BLANK FORGING  ~  20 V260,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",78,B,4,HAMMOND AND IRVING INCORPORATED
27B5021X03A,SEAL BLANK FORGING  ~  20 V260,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",66,D E&O,,HAMMOND AND IRVING INCORPORATED
27B5021X04A,SEAL BLANK FORGING ~ 20 V260,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",126,D E&O,,
27B5021X08A,SEAL BLANK ~ 20 V260,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",126,D E&O,,
27B5022X012,SEAL INSERT  ~  20 V260,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",48,D USE,2,ALTAMIRA MATERIAL SOLUTIONS LP
27B5022X022,SEAL INSERT  ~  20 V260,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",78,B,2,ALTAMIRA MATERIAL SOLUTIONS LP
27B5034X012,PACKING FOLLOWER ~ 20 V260,Make,Planner 10,,46.95376148,D USE,5,
27B5389X013,"STEM,WELD,10B5540 ~ 1X1/2-20X12,3.38THD",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",124,D E&O,,
27B5390X012,"STEM,10B5540 ~ 1 1/4X1/2-20X12.88,3.38THD",Make,Planner 12,,32.21108367,D USE,,
27B5471X122,"PLUG,M-FORM ~ 1,1/4PORT,1L3750,600DEG F",Make,,,,,,
27B5484X012,"PLUG,LINEAR  ~  2 PORT,1L5000,1 1/8TVL,SPEC",Make,Planner 12,,23.30412392,D E&O,,
27B5613F022,"SEAT RING ~ 2,1 PORT,CAV III,2 STAGE",Make,Planner 4,,39.26444017,D E&O,,
27B5613F032,"SEAT RING ~ 2,1 PORT,CAV III,2 STAGE",Make,Planner 4,,36.76750668,D E&O,,
27B5613X012,"SEAT RING ~ 2,1 PORT,CAV III,2 STAGE",Make,Planner 4,,36.76750668,C,2,
27B5613X022,"SEAT RING ~ 2,1 PORT,CAV III,2 STAGE",Make,Planner 4,,36.78743653,D E&O,,
27B5613X042,"SEAT RING ~ 2,1 PORT,CAV III,2 STAGE",Make,Planner 4,,39.25806814,D E&O,,
27B5683F012,"SEAT RING ~ 6X4,3 7/16 PORT,WIDE BEVEL",Make,Planner 4,,71.38597184,D E&O,,
27B5683X032,"SEAT RING ~ 6X4,3 7/16 PORT,WIDE BEVEL",Make,Planner 4,,67.92149141,D USE,2,
27B5683X102,"SEAT RING ~ 6X4,3 7/16 PORT,WIDE BEVEL",Make,Planner 4,,23.31906948,D USE,,
27B6291X052,"SEAT RING ~ 2 3/16 PORT,2 TVL",Make,Planner 4,,23.14266364,D E&O,,
27B6401X012,"PLUG,BAL  ~  3 7/16PORT,3TVL,1L7500,R SEAT",Make,Planner 12,,47.15663153,D E&O,,
27B6417X072,"PLUG/STEM/SEAT RING ASSY,M-FLAT ~ 1 1/2, 3/8 PT,1L5000, 1/2 SEAT",Make,Planner 12,,97.35369992,D E&O,,
27B6540X012,"PLUG,WHISPER,BAL ~ 3 7/16PORT,4 TRAV,1L7500",Make,Planner 12,,44.10560655,D USE,2,
27B6552X012,"SEAT RING ~ 8X6,5 3/8PORT,HFS,WIDE BEVEL S",Make,Planner 4,,47.33954095,D USE,3,
27B6583N022,"SEAT RING ~ 8,7PORT,HFS,WIDE BEVEL SEAT",Make,Planner 4,,32.29275687,D E&O,,
27B6583X012,"SEAT RING ~ 8,7PORT,HFS,WIDE BEVEL SEAT",Make,Planner 4,,33.45490594,D USE,1,
27B6629X012,"SEAT RING ~ 6,5 3/8PORT,HFS,WIDE BEVEL ST",Make,Planner 4,,35.49300013,D USE,3,
27B6629X062,"SEAT RING ~ 6,5 3/8PORT,HFS,WIDE BEVEL ST",Make,,,,,,
27B6635X022,"DISC SEAT ~ 6,5 3/8PORT",Make,Planner 10,,35.40063416,D USE,4,
27B6644X012,PACKING FOLLOWER ~ 4 SHAFT V250 OUTWARD,Make,Planner 4,,40.98633259,D USE,4,
27B6675X022,"SEAT RING M-FLAT  ~  2,1 1/8 PORT 1 1/4 SEAT",Make,Planner 4,,41.29919218,D E&O,,
27B6691X092,"PLUG/RING,MFLAT/FORM ~ 1 CL1500,3/4PORT,1 1/8 TVL",Make,Planner 12,,112.4784065,D E&O,,
27B7013X173,"SPACER,BNT,WHIS III ~ 6X4,CL600,3TVL,W/C-SEAL ~ LESS PAINT",Make,Planner 10,,83.16834593,D NEW,,
27B7021X092,"SEAT RING ~ 2 1/2,2 7/8PORT,WIDE BEVEL,HFS",Make,Planner 4,,87.84690249,D USE,1,
27B7031X012,"STEM,10B5540 ~ 5/8X3/8-24X 8.98,2.38 THD",Make,Planner 12,,38.99360999,D USE,,
27B7031X053,"STEM,WELD,10B5540 ~ 5/8X3/8-24X8.98,2.38THD",Make,Planner 5,,35,D,,
27B7031X083,"STEM,WELD,10B5540 ~ 5/8X3/8-24X8.81,2.38THD",Make,Planner 5,,35,D,,
27B7031X133,"STEM,WELD,10B5540 ~ 5/8X3/8-24X8.98,2.38THD",Make,Planner 12,,36.99360999,D E&O,,
27B7039X012,"PLUG/STEM,EQ% ~ 3/4PORT,3/4TVL,5/8STEM",Make,Planner 12,,49.45859295,D E&O,,
27B7039X022,"PLUG/STEM,EQ%  ~  3/4PORT,3/4TVL,5/8STEM,HF TIP",Make,Planner 12,,52.71381356,D E&O,,
27B7040X012,"PLUG/STEM,EQ% ~ 1 1/8 PORT,3/4TVL,5/8STEM",Make,Planner 9,,46.99360999,D,,
27B7041X012,"PLUG/STEM,EQ% ~ 1 1/8PORT,3/4TVL,5/8STEM,HFS&C",Make,Planner 12,,49.64636926,D USE,,
27B7042X012,"PLUG/STEM,EQ% ~ 1 1/2 PORT,3/4TVL,5/8STEM",Make,Planner 9,,46.99360999,D,,
27B7043X012,"PLUG/STEM,EQ% ~ 1 1/2PORT,3/4TVL,5/8STEM,HFS&C",Make,Planner 12,,50.83472382,D E&O,,
27B7045X012,"PLUG/STEM,EQ% ~ 1 1/2PORT,1 1/8TVL,HFS&C",Make,Planner 9,,49.99360999,D,,
27B7046X022,"PLUG/STEM,LINEAR ~ 3/4 PORT,3/4TVL,5/8STEM,HF TIP",Make,Planner 12,,50.21439656,D E&O,,
27B7047X012,"PLUG/STEM,LINEAR  ~  1 1/8 PORT,3/4TVL,5/8STEM",Make,Planner 9,,44.99360999,D,,
27B7048X012,"PLUG/STEM,LINEAR  ~  1 1/8PORT,3/4TVL,5/8STEM,HFS&C",Make,Planner 9,,47.99360999,D,,
27B7049X012,"PLUG/STEM,LINEAR ~ 1 1/2 PORT,3/4TVL,5/8STEM",Make,Planner 9,,44.99360999,D,,
27B7051X012,"PLUG/STEM,LINEAR ~ 1 1/2 PORT,1 1/8TVL,5/8STEM",Make,Planner 9,,44.99360999,D,,
27B7053X012,"PLUG/STEM,CAVITROL ~ 1 1/2PORT,1 1/8TVL,5/8STEM",Make,Planner 9,,45,D,,
27B7053X062,"PLUG/STEM,CAVITROL ~ 1 1/2PORT,1 1/8TVL,5/8STEM",Make,Planner 9,,45,D,,
27B7075X012,"RING,LANTERN  ~  5/8 STEM",Make,Planner 4,,30.30744498,D USE,,
27B7075X092,"RING,LANTERN ~ 5/8 STEM",Make,Plan 7 NU,,35.17955528,D E&O,,
27B7206F012,"VALVE PLUG TIP ~ 1 1/2,1 1/4 PORT,1 TVL",Make,Planner 12,,41.32821907,D E&O,,
27B7206X012,"VALVE PLUG TIP  ~  1 1/2,1 1/4 PORT,1 TVL",Make,Planner 12,,37.94826458,D USE,1,
27B7207F012,"PLUG,GUIDE POST ~ 1 1/2,1 1/4 PORT,1 TVL",Make,Planner 12,,47.56127403,D E&O,,
27B7207X012,"PLUG,GUIDE POST  ~  1 1/2,1 1/4 PORT,1 TVL",Make,Planner 12,,46.02843602,B,14,
27B7772X012,DIAPHRAGM HEAD ~ 667 SIZE 70 & 87,Make,Planner 4,,57.67116502,D USE,0,
27B8300X01A,"CASING,LOWER,CASTING ~ SIZE 3A & 4A",Buy,Planner 10,"GOMEZ CANO, ARTURO",126,D E&O,,
27B8577X022,"CAGE,LOWER MIDDLE  ~  2,CL1500,1 1/4PORT,3/4TVL,4STG",Make,Planner 3,,56.17430921,D E&O,,
27B8578X022,"CAGE,UPPER MIDDLE  ~  2,CL1500,1 1/4PORT,3/4TVL,4STG",Make,Planner 10,,56.22793892,D E&O,,
27B8579X022,"SEAT RING,4 STAGE  ~  2,CL1500,1 1/4PORT,3/4TVL",Make,Planner 4,,46.28661432,D E&O,,
27B8635X013,"DIAPHRAGM ~ 161;161EB 1 3/4 HEAD LESS FINAL MOLD, STACK",Make,Planner 9,,68.53947638,D NEW,254,
27B8635X014,"DIAPHRAGM ~ 161;161EB 1 3/4 HEAD LESS FINAL MOLD, CALENDARED",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",3,D NEW,,
27B8635X022,"DIAPHRAGM  ~  161,161EB 1 3/4 HEAD",Make,,,,,,
27B8635X02P,"DIAPHRAGM  ~  161,161EB 1 3/4 HEAD",Make,,,,,,
27B8635X032,DIAPHRAGM  ~  LOW PRESSURE 6365,Make,,,,,,
27B8635X03P,DIAPHRAGM  ~  LOW PRESSURE 6365,Make,Planner 9,,71.64352841,D NEW,,
27B8635X052,DIAPHRAGM ~ 161;161EB 1 3/4 HEAD,Make,Planner 9,,75.08356531,,0,
27B8636X032,"DIAPHRAGM  ~  161,161EB 1 1/2 HEAD",Make,,,,,,
27B8636X03P,"DIAPHRAGM  ~  161,161EB 1 1/2 HEAD",Make,,,,,,
27B8636X052,DIAPHRAGM ~ 161;161EB 1 1/2 HEAD,Make,Planner 9,,71.6862066,,0,
27B8750X012,"PLUG,VALVE  ~  4 3/8PORT,1L1000,.03SEAT,HFS&G",Make,Planner 12,,47.00918919,D USE,,
27B8756X012,"PLUG,M-FLAT,FORM  ~  3/8 PORT,1 TVL,1L3750",Make,Planner 12,,48.16341938,D USE,,
27B8974X012,"SEAT RING  ~  6,7 PORT,HFS,WIDE BEVEL SEAT",Make,Planner 4,,37.88363924,D E&O,,
27B9065X012,SEAT RING ADAPTOR  ~  6X4X2,Make,Planner 4,,24.71928586,D USE,,
27B9065X032,SEAT RING ADAPTOR  ~  6X4X2,Make,Planner 4,,49.72397295,D E&O,,
27B9080X022,"SEAT RING ~ 2,2 5/16PORT,1/32 R SEAT",Make,Planner 4,,28.71503377,D E&O,,
27B9435F012,"SEAT/LINER ~ 2,1 1/8 PORT,1 1/4 SEAT,CAV",Make,Planner 4,,35.57737036,D E&O,,
27B9435X012,"SEAT/LINER  ~  2,1 1/8 PORT,1 1/4 SEAT,CAV",Make,Planner 3,,40.54715205,D USE,,
27B9471X012,"BEARING,METAL ~ 12,1 1/2 SHAFT,VLINE(B SERIES)",Make,Planner 4,,91.83648703,D USE,13,
27B9471X022,"BEARING,METAL ~ 12,1 1/2 SHAFT,VLINE(B SERIES)",Make,Planner 4,,73.91843653,B,16,
27B9471X023,"BEARING,METAL ~ 12,1 1/2 SHAFT,VLINE(B SERIES)",Make,Planner 4,,41.24936964,D E&O,,
27B9547X012,"BEARING,METAL ~ 8&10,1 1/4SHAFT,VLINE B SERIES",Make,Planner 4,,92.08197982,D USE,6,
27B9547X022,"BEARING,METAL ~ 8&10,1 1/4SHAFT,VLINE B SERIES",Make,Planner 4,,77.80233837,A,84,
27B9547X023,"BEARING,METAL ~ 8&10,1 1/4SHAFT,VLINE B SERIES",Make,Planner 4,,44.38878415,D USE,84,
27B9547X032,"BEARING,METAL ~ 8&10,1 1/4SHAFT,VLINE B SERIES",Make,Planner 9,,60.24563762,D,,
27B9559X022,"PLUG ASSY,TSO TRIM  ~  13/16PORT,2 TVL,VSC 11A7502",Make,,,,,,
27B9607X012,"SEAT RING  ~  1,CL1500,1 PORT",Make,Planner 4,,45.65282757,D E&O,,
27B9649X012,"SEAT RING  ~  2,3/16PORT,5/32SEAT,EZ",Make,Planner 4,,31.77827516,D E&O,,
27B9670X012,"BEARING,METAL ~ 6,1 IN. SHAFT,VLINE(B SERIES)",Make,Planner 4,,92.13509828,C,40,
27B9670X022,"BEARING,METAL ~ 6,1 IN. SHAFT,VLINE(B SERIES)",Make,Planner 4,,49.61924716,D E&O,,
27B9670X023,"BEARING,METAL ~ 6,1 IN. SHAFT,VLINE(B SERIES)",Make,Planner 4,,29.39406776,D E&O,,
27B9670X032,"BEARING,METAL ~ 6,1 IN. SHAFT,VLINE(B SERIES)",Make,Planner 4,,89.28906143,D USE,,
27B9673X012,"BEARING,METAL ~ 3&4,3/4 SHAFT,VLINE (B SERIES)",Make,Planner 4,,93.11199744,D USE,19,
27B9673X022,"BEARING,METAL ~ 3&4,3/4 SHAFT,VLINE (B SERIES)",Make,Planner 4,,56.17059458,A,132,
27B9673X023,"BEARING,METAL ~ 3&4,3/4 SHAFT,VLINE (B SERIES)",Make,Planner 4,,23.7223691,D E&O,,
27B9673X042,"BEARING,METAL ~ 3&4,3/4 SHAFT,VLINE (B SERIES)",Make,Planner 4,,89.72827255,D E&O,,
27B9744X012,DIAPHRAGM  ~  SIZE 34 and 40,Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",113.9400868,AA,4646,
27B9744X022,DIAPHRAGM  ~  SIZE 34 & 40,Make,,,,,,
27B9744X02P,DIAPHRAGM  ~  SIZE 34 & 40,Make,,,,,,
27B9744X032,DIAPHRAGM  ~  SIZE 34 & 40,Make,,,,,,
27B9744X03P,DIAPHRAGM  ~  SIZE 34 & 40,Make,,,,,,
27B9744X052,DIAPHRAGM  ~  SIZE 34 & 40,Make,,,,,,
27B9744X092,DIAPHRAGM ~ SIZE 34 & 40,Buy,,,,,,
27B9836X012,"VALVE PLUG  ~  1,3/4PORT,1TVL",Make,Planner 12,,29.78572158,A,47,
27B9836X032,"VALVE PLUG ~ 1,3/4 PORT,1 TVL,CMTR",Make,Planner 12,,47.1670715,D USE,,
27B9838A022,"PLUG/STEM ASSY ~ 3/4 PORT,1 TVL,SOFT SEAT 8.88 ACT",Make,,,,,,
27B9839X012,"SEAT RING ~ 1,3/4PORT,SOFT SEAT",Make,Planner 4,,39.03436369,D USE,,
28A0807X01A,OBS-SEE NONE PER ECRN 20101363 RETAINER CSTG ~ 1,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",90,D E&O,,SFE PURCHASER LLC DBA STAINLESS FOUNDRY AND ENGINEERING LLC
28A0807X02A,OBS-SEE NONE PER ECRN 20101363 RETAINER CSTG ~ 1,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",90,D E&O,,
28A0807X03A,OBS-SEE NONE PER ECRN 20101363 RETAINER CSTG ~ 1,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",90,D E&O,,
28A0807X04A,OBS-SEE NONE PER ECRN 20101363 RETAINER CSTG ~ 1,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",90,D E&O,,
28A0809X01A,OBS-SEE NONE PER ECRN 20101363 RETAINER CSTG ~ 1 1/2,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",90,D E&O,,
28A0809X02A,OBS-SEE NONE PER ECRN 20101363 RETAINER CSTG ~ 1 1/2,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",90,D E&O,,
28A0809X04A,OBS-SEE NONE PER ECRN 20101363 RETAINER CSTG ~ 1 1/2,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",90,D E&O,,
28A0811X01A,OBS-SEE NONE PER ECRN 20101363 RETAINER CSTG ~ 2 IN,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",90,D E&O,,
28A0811X02A,RETAINER CSTG ~ 2,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",126,D E&O,,
28A0811X04A,OBS-SEE NONE PER ECRN 20101363 RETAINER CSTG ~ 2,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",90,D E&O,,
28A0813X01A,OBS-SEE NONE PER ECRN 20101363 RETAINER CSTG ~ 3,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",90,D,,SFE PURCHASER LLC DBA STAINLESS FOUNDRY AND ENGINEERING LLC
28A0813X02A,OBS-SEE NONE PER ECRN 20101363 RETAINER CSTG ~ 3,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",90,D E&O,,
28A0813X04A,OBS-SEE NONE PER ECRN 20101363 RETAINER CSTG ~ 3,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",90,D E&O,,SFE PURCHASER LLC DBA STAINLESS FOUNDRY AND ENGINEERING LLC
28A0815X01A,OBS-SEE NONE PER ECRN 20101363 RETAINER CSTG ~ 4,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",126,D E&O,,
28A0827X032,"FLANGE,PACKING ~ 1 & 1 1/2",Make,Planner 4,,38.262958,D E&O,,
28A0841X012,"SEAT RING ~ 3/16 ORF,MARK",Make,Planner 4,,31.52148007,D USE,,
28A0841X052,"SEAT RING ~ 3/16 ORF,MARK",Make,Planner 4,,34.26560568,D E&O,,
28A0842X012,"SEAT RING ~ 1/4 ORF,MARK",Make,Planner 4,,28.55355343,D USE,6,
28A0842X042,"SEAT RING ~ 1/4 ORF,MARK",Make,Planner 4,,35.85236598,D USE,,
28A0842X052,"SEAT RING ~ 1/4 ORF,MARK",Make,Planner 4,,34.26560568,D USE,,
28A0843X012,"SEAT RING ~ 3/8 ORF,MARK",Make,Planner 4,,28.40077295,D E&O,,
28A0844X012,"SEAT RING ~ 1/2PORT,MARK",Make,Planner 4,,28.46461159,D USE,5,
28A0844X042,"SEAT RING  ~  1/2PORT,MARK",Make,Planner 4,,35.7715171,D USE,,
28A0844X052,"SEAT RING ~ 1/2PORT,MARK",Make,Planner 4,,36.38280978,D E&O,,
28A0845X012,"SEAT RING ~ 3/4 ORF,MARK",Make,Planner 4,,31.3663243,D USE,2,
28A0845X042,"SEAT RING ~ 3/4 ORF,MARK",Make,Planner 4,,34.00342143,D E&O,1,
28A0845X052,"SEAT RING ~ 3/4 ORF,MARK",Make,Planner 4,,34.26560568,D E&O,,
28A0847X012,"SEAT RING ~ 3/4 ORF,MARK",Make,Planner 4,,41.66598306,D E&O,,
28A0848X012,"SEAT RING ~ 1 1/8 ORF,MARK",Make,Planner 4,,45.42541532,D USE,,
28A0848X042,"SEAT RING  ~  1 1/8 ORF,MARK",Make,Planner 4,,35.82369496,D E&O,,
28A0848X052,"SEAT RING ~ 1 1/8 ORF,MARK",Make,Planner 4,,37.41272521,D E&O,,
28A0849X012,"SEAT RING  ~  3/4 ORF,MARK",Make,Planner 4,,45.36531166,D E&O,,
28A0850X012,"SEAT RING ~ 1 1/8 ORF,MARK",Make,Planner 4,,40.2625846,D E&O,,
28A0851X012,"SEAT RING ~ 1 1/2 ORF,MARK",Make,Planner 4,,43.27665616,D USE,,
28A0851X042,"SEAT RING ~ 1 1/2 ORF,MARK",Make,Planner 4,,35.51186397,D E&O,,
28A0851X052,"SEAT RING ~ 1 1/2 ORF,MARK",Make,Planner 4,,28.26560568,D USE,,
28A0853X012,"SEAT RING ~ 2 1/2 ORF,MARK",Make,Planner 4,,32.16126937,D USE,1,
28A0853X052,"SEAT RING ~ 2 1/2 ORF,MARK",Make,Planner 4,,35.58200329,D E&O,,
28A0855X012,"SEAT RING ~ 3 1/4 ORF,MARK",Make,Planner 4,,22.64916515,D E&O,,
28A1001F072,"PLUG,CAVITROL III ~ 1 5/16 PORT,1L5000,1STAGE",Make,Planner 12,,39.96490557,D E&O,,
28A1001X012,"PLUG,CAVITROL III ~ 1 5/16 ORF,1L5000,1STAGE",Make,Planner 12,,39.74513342,C,49,
28A1001X022,"PLUG/STEM,CAV III ~ 1 5/16PORT,1L5000,11.81ACT1STG",Make,Planner 12,,51.09599069,C,12,
28A1001X052,"PLUG,CAVITROL III ~ 1 5/16 ORF,1L5000,1STAGE",Make,Plan 12 NU,,132.5044799,D E&O,,
28A1001X092,"PLUG,CAVITROL III ~ 1 5/16 ORF,1L5000,1ST,CMTR",Make,Planner 12,,38.46231607,D USE,,
28A1001X212,"PLUG,CAVITROL III ~ 1 5/16 PORT,1L5000,1STAGE",Make,Planner 12,,47.14755044,D NEW,1,
28A1002X012,"PLUG,CAVITROL III ~ 1 7/8 ORF,1L5000,1STAGE",Make,Planner 12,,38.76875895,C,26,
28A1002X022,"PLUG/STEM,CAV III ~ 1 7/8PORT,1L5000,12.44AB,1STGE",Make,Planner 12,,51.09512752,D USE,5,
28A1002X042,"PLUG,CAVITROL III ~ 1 7/8 ORF,1L5000,1STAGE",Make,Planner 12,,37.35143241,D E&O,,
28A1002X052,"PLUG,CAVITROL III ~ 1 7/8 ORF,1L5000,1STAGE,CMTR",Make,Planner 12,,41.35143241,D E&O,,
28A1003X012,"PLUG,CAVITROL III ~ 2 5/16 ORF,1L5000,1STAGE",Make,Planner 12,,38.85436153,B,83,
28A1003X022,"PLUG/STEM,CAV III ~ 2 5/16PORT,1L5000,12.25ACT1STG",Make,Planner 2,,107,D,,
28A1003X082,"PLUG,CAVITROL III ~ 2 5/16 PORT,1L5000,1 STAGE",Make,Planner 12,,35.85735935,D E&O,,
28A1003X112,"PLUG,CAVITROL III  ~  2 5/16 PORT,1L5000,1 STAGE",Make,Planner 12,,37.01920344,D E&O,,
28A1003X132,"PLUG,CAVITROL III ~ 2 5/16 PORT,1L5000,1 STAGE,CMTR",Make,Planner 12,,38.33878627,D USE,1,
28A1003X342,"PLUG,CAVITROL III ~ 2 5/16 PORT, 1L5000, 1 STAGE",Make,Planner 12,,41.23888134,D USE,,
28A1004X012,"PLUG,CAVITROL III ~ 2 5/16 ORF,1L7500,1STAGE",Make,Planner 12,,37.35269245,D E&O,,
28A1005X012,"PLUG,CAVITROL III  ~  2 7/8 ORF,1L5000,1STAGE",Make,Planner 12,,41.38235313,D USE,8,
28A1005X042,"PLUG,CAVITROL III ~ 2 7/8 ORF,1L5000,1STAGE,CMTR",Make,Planner 12,,37.36176849,D USE,1,
28A1007F022,"PLUG,CAVITROL III ~ 3 7/16 PORT,1L5000,1STAGE",Make,Planner 12,,38.37436503,D USE,,
28A1007F122,"PLUG,CAVITROL III ~ 3 7/16 PORT,1L5000,1STAGE",Make,Planner 12,,39.12436503,D E&O,,
28A1007X012,"PLUG,CAVITROL III ~ 3 7/16 ORF,1L5000,1STAGE",Make,Planner 12,,39.1513988,D USE,15,
28A1007X022,"PLUG/STEM,CAV III ~ 3 7/16PORT,1L5000,14.31AB,1STG",Make,Planner 12,,51.09512752,C,10,
28A1007X042,"PLUG,CAVITROL III  ~  3 7/16 ORF,1L5000,1STAGE",Make,Planner 12,,48.23871653,D E&O,,
28A1007X072,"PLUG,CAVITROL III ~ 3 7/16 ORF,1L5000,1STAGE",Make,Planner 12,,37.38631801,D E&O,,
28A1008X012,"PLUG,CAVITROL III ~ 3 7/16 ORF,1L7500,1STAGE",Make,Planner 12,,37.35994964,C,10,
28A1008X032,"PLUG,CAVITROL III ~ 3 7/16 ORF,1L7500,1STAGE,CMTR",Make,Planner 12,,39.04114434,D E&O,,
28A1010X012,"PLUG,CAVITROL III ~ 4 3/8 ORF,1L7500,1STAGE",Make,Planner 12,,44.15174655,B,34,
28A1010X022,"PLUG/STEM,CAV III ~ 4 3/8PORT,1L7500,15.50ACT,1STG",Make,Planner 2,,49.15174655,D,,
28A1010X032,"PLUG,CAVITROL III  ~  4 3/8 ORF,1L7500,1STAGE",Make,Planner 12,,67.74937829,D E&O,,
28A1010X082,"PLUG,CAV III ~ 4 3/8 PORT,1L7500,1 STAGE",Make,Planner 12,,44.52459673,D E&O,,
28A1010X122,"PLUG,CAVITROL III ~ 4 3/8 ORF,1L7500,1STAGE",Make,Planner 12,,42.01517695,D USE,,
28A1010X152,"PLUG,CAVITROL III ~ 4 3/8 ORF,1L7500,1STAGE",Make,Planner 12,,44.50401208,D USE,,
28A1013X152,"PLUG,CAVITROL III ~ 7 ORF,1L1000,1STAGE",Make,Planner 12,,33.55250779,D E&O,,
28A1016X012,"PLUG,CAVITROL III ~ 8 ORF,1L1000,1STAGE",Make,Planner 12,,34.3663456,B,12,
28A1016X092,"PLUG,CAVITROL III ~ 8 ORF,1L1000,1STAGE,CMTR",Make,Planner 12,,45.41288153,D E&O,,
28A1016X122,"PLUG,CAVITROL III ~ 8 ORF,1L1000,1STAGE",Make,Planner 12,,46.3663456,D USE,,
28A1135X022,"SEAL RETAINER ~ 12,METAL SEAL",Make,Planner 10,,64.93770783,D E&O,,
