Item Number,Item_Description,Qty,UOM,Locator,Subinventory,Planner,Organization_Code
1N397419023,HEAD 249 ~ F1-F2 2 250RF LESS PAINT,1,Each,A.20.06...,FG,Planner 10,TOL
1N408519013,"FLOAT CAGE ~ 14"" 1 1/2NPT 125# S-1 NO PAINT",1,Each,A.25.05...,FG,Planner 10,TOL
1N408919023,FLOAT CAGE ~ 14IN 1 1/2 NPT 250# S-1 NO PNT,3,Each,A.44.04...,FG,Planner 10,TOL
1N576212012,PISTON ~ 3/8 IN STEM,7,Each,A.06.04...,FG,Planner 4,TOL
1N664024102,"STEM,ACTUATOR ~ 657 SIZE 87",1,Each,A.23.06...,FG,Planner 10,TOL
1N7396X0022,"YOKE LOCKNUT ~ 2 13/16 BOSS, 2 3/4-12 THD",3,Each,A.13.06...,FG,Planner 10,TOL
1N838331012,EXTENSION ROD CONN ~ SIZE 70 & 87 TOP MTD HANDJACK,2,Each,A.15.03...,FG,Planner 4,TOL
1N8554X001A,"PLATE,PUSHER ~ 70&80",24,Each,A.15.02...,FG,Planner 4,TOL
1N886819052,"RETAINER,BEARING FLG ~ SIZE 70 & 87 SIDE MTD HANDJACK",19,Each,A.11.06...,FG,Planner 10,TOL
1N886924392,SPRING ADJ FLANGE ~ SIZE 70 & 87 SIDE MTD HANDJACK,4,Each,A.09.06...,FG,Planner 4,TOL
1N888025092,KEY ~ SIZE 70 & 87 SIDE MTD HANDJACK,10,Each,A.07.06...,FG,Planner 10,TOL
1N888324492,BACK WORM RETAINER ~ SIZE 70 & 87 SIDE MTD HANDJACK,23,Each,A.12.07...,FG,Planner 4,TOL
1N888424092,"WORM RETAINER,FRONT ~ SIZE 70 & 87 SIDE MTD HANDJACK",24,Each,A.14.04...,FG,Planner 4,TOL
1N888924102,"STEM,ACTUATOR ~ 657 SIZE 87,SIDE MTD MO",26,Each,A.28.06...,FG,Planner 10,TOL
1N889219042,"RETAINER,BEARING FLG ~ SIZE 70 & 87 SIDE MTD HANDJACK",10,Each,A.40.05...,FG,Planner 10,TOL
1N889724092,"SCREW,ADJUSTING ~ SIZE 70 SIDE MOUNTED HANDJACK",3,Each,A.14.05...,FG,Planner 4,TOL
1N890424102,"STEM,ACTUATOR ~ 657 SIZE 70 MO,OVER 2 TVL",3,Each,A.39.05...,FG,Planner 10,TOL
1N890524102,"STEM,ACTUATOR ~ 657 SIZE 70 MO,2 TVL&LESS",8,Each,A.02.07...,FG,Planner 10,TOL
1N909524502,"SCREW,ADJUSTING ~ SIZE 70",6,Each,A.11.01...,FG,Planner 4,TOL
1N940223022,"FLANGE,SIDE,249B ~ 1 1/2-400,600 RF",2,Each,A.36.03...,FG,Planner 10,TOL
1N952424092,SPACER ~ .344X.875X2.875,2,Each,A.03.03...,FG,Planner 4,TOL
1P730338992,"PIN,GROOVE,TYPE F ~ 3/32X0.88",14,Each,A.05.06...,FG,Planner 12,TOL
1P929735072,PACKING FOLLOWER ~ 10 IN 300 LB,9,Each,A.03.02...,FG,Planner 4,TOL
1R351831222,"STEM GUIDE,BAFFLE ~ 2 1/2 IN EXT BONNET 3/4 STEM",5,Each,A.02.02...,FG,Planner 4,TOL
1R351835072,"STEM GUIDE,BAFFLE ~ 2 1/2 IN EXT BONNET 3/4 STEM",4,Each,A.13.06...,FG,Planner 4,TOL
1R387614012,TRAVEL STOP CAP ~ SIZE 70 & 87,13,Each,A.33.06...,FG,Planner 4,TOL
1R580199012,"BEARING,ROD END,FEM ~ 5/16 X 5/16-24UNF",14,Each,A.29.03...,FG,Planner 10,TOL
1R6375X0072,DIAPHRAGM  ~  SIZE 80,88,Each,A.52.01...,FG,Planner 9,TOL
1R679724092,"SCREW,RETAINING ~ 1/2-13X0.88 LH",130,Each,A.12.03...,FG,Planner 4,TOL
1R742806992,DIAPHRAGM  ~  1 15/16 DIA,5,Each,A.15.05...,FG,Planner 9,TOL
1R757731212,"SCREW,LH ~ 3/4-8ACME & 5/8-18X2 5/8",10,Each,A.12.01...,FG,Planner 4,TOL
1R782324092,SPACER,3,Each,A.06.05...,FG,Planner 4,TOL
1R875914042,"BUSHING,SEAL ~ 40&60",16,Each,A.08.04...,FG,Planner 4,TOL
1R9537X0012,"PLUG TIP,M-FORM ~ 1/2 PORT",2,Each,A.15.06...,FG,Planner 12,TOL
1R9537X0022,"PLUG TIP,M-FORM ~ 1/2 PORT",4,Each,A.19.02...,FG,Planner 12,TOL
1R953835072,"PLUG TIP,M-FORM ~ 1 PORT",1,Each,A.08.01...,FG,Planner 12,TOL
1R9538X0012,"PLUG TIP,M-FORM ~ 1 PORT",4,Each,A.10.04...,FG,Planner 12,TOL
1R9540X0012,"PLUG TIP,M-FORM ~ 3/4 PORT",4,Each,A.06.02...,FG,Planner 12,TOL
1U120735072,CAGE ADAPTOR ~ 2X1,8,Each,A.09.01...,FG,Planner 10,TOL
1U1207X0212,CAGE ADAPTOR ~ 2X1,5,Each,A.16.04...,FG,Planner 10,TOL
1U124622012,CAGE ADAPTOR ~ 3X2,4,Each,A.13.02...,FG,Planner 10,TOL
1U124633092,CAGE ADAPTOR ~ 3X2,4,Each,A.01.03...,FG,Planner 10,TOL
1U1246X0012,CAGE ADAPTOR ~ 3X2,6,Each,A.18.02...,FG,Planner 10,TOL
1U1246X0452,CAGE ADAPTOR ~ 3X2,10,Each,A.04.01...,FG,Planner 10,TOL
1U1246X0722,CAGE ADAPTOR ~ 3X2,29,Each,A.45.02...,FG,Planner 10,TOL
1U125122012,CAGE ADAPTOR ~ 4X2 1/2,3,Each,A.38.04...,FG,Planner 10,TOL
1U1251X0032,CAGE ADAPTOR ~ 4X2 1/2,4,Each,A.03.03...,FG,Planner 10,TOL
1U216146172,"PLUG,VALVE ~ 1 5/16 ORF,1L3750",12,Each,A.27.05...,FG,Planner 12,TOL
1U216235072,"PLUG,VALVE ~ 1 5/16 ORF,1L5000",1,Each,A.02.01...,FG,Planner 12,TOL
1U216246172,"PLUG,VALVE ~ 1 5/16 ORF,1L5000",10,Each,A.39.04...,FG,Planner 12,TOL
1U221835072,CAGE ADAPTOR ~ 1 1/2X1,16,Each,A.32.01...,FG,Planner 10,TOL
1U2218X0402,CAGE ADAPTOR ~ 1 1/2X1,1,Each,A.12.05...,FG,Planner 10,TOL
1U222039102,"SEAT RING,RESTRICTED ~ 1 1/2X1",2,Each,A.21.02...,FG,Planner 4,TOL
1U222046172,"SEAT RING,RESTRICTED ~ 1 1/2X1",20,Each,A.30.04...,FG,Planner 4,TOL
1U2220X0162,"SEAT RING,RESTRICTED ~ 1 1/2X1,CMTR",1,Each,A.02.05...,FG,Planner 4,TOL
1U222535072,"SEAT RING ~ 1 CAGE TRIM,FULL CAPACITY",26,Each,A.34.03...,FG,Planner 4,TOL
1U222546172,"SEAT RING ~ 1 CAGE TRIM,FULL CAPACITY",123,Each,A.36.04...,FG,Planner 4,TOL
1U222635072,"SEAT RING ~ 2,2 5/16 PORT",1,Each,A.30.06...,FG,Planner 4,TOL
1U222646172,"SEAT RING ~ 2,2 5/16 PORT",34,Each,A.29.03...,FG,Planner 4,TOL
1U222746172,"SEAT RING ~ 2 1/2,2 7/8 IN ORF.",14,Each,A.11.05...,FG,Planner 4,TOL
1U222835072,SEAT RING ~ 3,23,Each,A.33.04...,FG,Planner 4,TOL
1U222846172,SEAT RING ~ 3,9,Each,A.37.06...,FG,Planner 4,TOL
1U222933092,SEAT RING ~ 4,16,Each,A.29.04...,FG,Planner 4,TOL
1U222946172,SEAT RING ~ 4,26,Each,A.20.06...,FG,Planner 4,TOL
1U223635162,"STEM,PLUG ~ VSC1L3750,3/8X 9.25,2.38THD",2,Each,A.43.05...,FG,Planner 12,TOL
1U226224492,SEAT RING ADAPTOR ~ 2 IN X 1 IN,11,Each,A.10.05...,FG,Planner 4,TOL
1U226235072,SEAT RING ADAPTOR ~ 2 IN X 1 IN,6,Each,A.03.02...,FG,Planner 4,TOL
1U2262X0012,SEAT RING ADAPTOR  ~  2X1,2,Each,A.09.03...,FG,Planner 4,TOL
1U2262X0232,SEAT RING ADAPTOR ~ 2X1,5,Each,A.12.04...,FG,Planner 4,TOL
1U2263X0082,"STEM,PLUG ~ VSC1L5000,1/2X16.25,3.38THD",1,Each,A.34.01...,FG,Planner 12,TOL
1U230424492,SEAT RING ADAPTOR ~ 2 1/2X1 1/2,7,Each,A.03.01...,FG,Planner 4,TOL
1U230535162,"STEM,PLUG ~ VSC1L5000,1/2X12.50,3.38THD",187,Each,A.30.06...,FG,Planner 12,TOL
1U2305X0142,"STEM,PLUG ~ VSC1L5000,1/2X12.50,3.38THD",14,Each,A.43.05...,FG,Planner 10,TOL
1U230635162,"STEM,PLUG ~ VSC1L5000,1/2X16.50,3.38THD",20,Each,A.20.05...,FG,Planner 12,TOL
1U234622012,SEAT RING ADAPTOR ~ 3X2,9,Each,A.31.05...,FG,Planner 4,TOL
1U234633092,SEAT RING ADAPTOR ~ 3X2,4,Each,A.03.04...,FG,Planner 4,TOL
1U2346X0022,SEAT RING ADAPTOR ~ 3X2,1,Each,A.09.03...,FG,Planner 4,TOL
1U2346X0472,SEAT RING ADAPTOR ~ 3X2,2,Each,A.10.03...,FG,Planner 4,TOL
1U2346X0662,SEAT RING ADAPTOR ~ 3X2,12,Each,A.43.02...,FG,Planner 4,TOL
1U239622012,SEAT RING ADAPTOR ~ 4X2 1/2,3,Each,A.04.07...,FG,Planner 4,TOL
1U2396X0032,SEAT RING ADAPTOR ~ 4X2 1/2,2,Each,A.12.01...,FG,Planner 4,TOL
1U2396X0282,SEAT RING ADAPTOR ~ 4X2 1/2,1,Each,A.35.04...,FG,Planner 4,TOL
1U2396X0462,SEAT RING ADAPTOR ~ 4X2 1/2,11,Each,A.46.02...,FG,Planner 4,TOL
1U279906242,DISC SEAT ~ 2 PORT,7,Each,A.06.05...,FG,Planner 10,TOL
1U285235072,"SEAT RING ~ 1,1/4 PORT",7,Each,A.19.05...,FG,Planner 4,TOL
1U285246172,"SEAT RING ~ 1,1/4 PORT",103,Each,A.19.02...,FG,Planner 4,TOL
1U285335072,"SEAT RING ~ 1,3/8 PORT",2,Each,A.17.05...,FG,Planner 4,TOL
1U285346172,"SEAT RING ~ 1,3/8 PORT",4,Each,A.18.05...,FG,Planner 4,TOL
1U2853X0012,SEAT RING ~ 3/8 PORT,2,Each,A.05.03...,FG,Planner 4,TOL
1U285435072,"SEAT RING ~ 1,1/2 PORT",9,Each,A.13.04...,FG,Planner 4,TOL
1U285440092,"SEAT RING  ~  1,1/2 PORT",1,Each,A.45.03...,FG,Planner 4,TOL
1U285446172,"SEAT RING ~ 1,1/2 PORT",29,Each,A.46.03...,FG,Planner 4,TOL
1U2854X0122,"SEAT RING ~ 1,1/2 PORT",3,Each,A.20.04...,FG,Planner 4,TOL
1U285535072,"SEAT RING ~ 1,3/4 PORT",9,Each,A.09.05...,FG,Planner 4,TOL
1U285546172,"SEAT RING ~ 1,3/4 PORT",71,Each,A.29.04...,FG,Planner 4,TOL
1U2855X0092,"SEAT RING ~ 1,3/4 PORT",2,Each,A.24.02...,FG,Planner 4,TOL
1U285635072,"SEAT RING ~ 1,1 PORT",3,Each,A.29.05...,FG,Planner 4,TOL
1U285646172,"SEAT RING ~ 1,1 PORT",7,Each,A.13.05...,FG,Planner 4,TOL
1U288646172,"PLUG,M-FORM ~ 3/8 ORF,1L3750",2,Each,A.39.03...,FG,Planner 12,TOL
1U288746172,"PLUG,M-FORM ~ 1/2 ORF,1L3750",1,Each,A.09.02...,FG,Planner 12,TOL
1U298835132,KEY,2,Each,A.36.02...,FG,Planner 10,TOL
1U388835162,"STEM,PLUG ~ VSC1L3750,3/8X 8.88,2.38THD",213,Each,A.47.06...,FG,Planner 12,TOL
1U3888F0382,"STEM,PLUG ~ VSC1L3750,3/8X 8.88,2.38THD",1,Each,A.34.05...,FG,Planner 12,TOL
1U3888X0222,"STEM,PLUG ~ VSC1L3750,3/8X 8.88,2.38THD",18,Each,A.45.03...,FG,Planner 12,TOL
1U388935162,"STEM,PLUG ~ VSC1L5000,1/2X11.50,3.38THD",90,Each,A.17.06...,FG,Planner 12,TOL
1U3889X0042,"STEM,PLUG ~ VSC1L5000,1/2X11.50,3.38THD",4,Each,A.09.06...,FG,Planner 10,TOL
1U389035162,"STEM,PLUG ~ VSC1L5000,1/2X11.75,3.38THD",26,Each,A.37.05...,FG,Planner 12,TOL
1U3890X0112,"STEM,PLUG ~ VSC1L5000,1/2X11.75,3.38THD",1,Each,A.26.04...,FG,Planner 10,TOL
1U508033092,SEAT RING ~ 6,5,Each,A.33.04...,FG,Planner 4,TOL
1U508046172,SEAT RING  ~  6,34,Each,A.22.06...,FG,Planner 4,TOL
1U5080F0282,"SEAT RING ~ 6,7 PORT",1,Each,A.16.04...,FG,Planner 4,TOL
1U530935162,"STEM,PLUG ~ VSC1L5001,1/2X11.62,3.38THD",34,Each,A.14.06...,FG,Planner 12,TOL
1U844546172,"PLUG,M-FLUTE,1F ~ 1/4 ORF,1L3750",4,Each,A.15.03...,FG,Planner 12,TOL
1U844746172,"PLUG,M-FLUTE,3F ~ 1/4 ORF,1L3750",2,Each,A.37.02...,FG,Planner 12,TOL
1U844746222,"PLUG,M-FLUTE,3F ~ 1/4 ORF,1L3750",1,Each,A.36.04...,FG,Planner 12,TOL
1U869035073,"BLOCK,PLUG ~ 0.82 OD,1.315 FOR TIP",72,Each,A.25.03...,FG,Planner 12,TOL
1U910235032,"NUT,CAP  ~  1/4-28 UNF-2B X 3/4",1,Each,A.34.01...,FG,Planner 4,TOL
1V108335072,"SEAT RING ~ 1/2-1,3/16 PORT,EC",11,Each,A.25.02...,FG,Planner 4,TOL
1V108346172,SEAT RING ~ 1/2-1 EC 3/16 PORT,9,Each,A.09.03...,FG,Planner 4,TOL
1V322635072,"PIN,GROOVE,FLAT END ~ 3/32X0.81",156,Each,A.05.06...,FG,Planner 12,TOL
1V322735072,"PIN,GROOVE,FLAT END ~ 1/8X0.94",584,Each,A.05.06...,FG,Planner 12,TOL
1V326035072,"PIN,GROOVE,FLAT END ~ 3/16X1.06",109,Each,A.05.06...,FG,Planner 12,TOL
1V334035072,"PIN,GROOVE,FLAT END ~ 1/4X1.50",1,Each,A.05.06...,FG,Planner 12,TOL
1V657135072,"PLUG,BAL ~ 1 5/16 ORF,1L3750",4,Each,A.30.05...,FG,Planner 12,TOL
1V657146172,"PLUG,BAL ~ 1 5/16 ORF,1L3750",34,Each,A.23.04...,FG,Planner 12,TOL
1V657235072,"PLUG,BAL ~ 1 5/16 ORF,1L5000",9,Each,A.32.03...,FG,Planner 12,TOL
1V657246172,"PLUG,BAL ~ 1 5/16 ORF,1L5000",84,Each,A.27.04...,FG,Planner 12,TOL
1V657335072,"PLUG,BAL ~ 1 7/8 ORF,1L3750",17,Each,A.25.05...,FG,Planner 12,TOL
1V657346172,"PLUG,BAL ~ 1 7/8 ORF,1L3750",17,Each,A.27.02...,FG,Planner 12,TOL
1V657435072,"PLUG,BAL ~ 1 7/8 ORF,1L5000",1,Each,A.10.04...,FG,Planner 12,TOL
1V657446172,"PLUG,BAL ~ 1 7/8 ORF,1L5000",6,Each,A.19.03...,FG,Planner 12,TOL
1V657535072,"PLUG,BAL ~ 2 5/16 ORF,1L5000",35,Each,A.23.05...,FG,Planner 12,TOL
1V657546172,"PLUG,BAL ~ 2 5/16 ORF,1L5000",24,Each,A.34.06...,FG,Planner 12,TOL
1V657646172,"PLUG,BAL ~ 2 5/16 ORF,1L7500",2,Each,A.28.06...,FG,Planner 12,TOL
1V657735072,"PLUG,BAL ~ 2 7/8 ORF,1L5000",13,Each,A.18.03...,FG,Planner 12,TOL
1V657746172,"PLUG,BAL ~ 2 7/8 ORF,1L5000",32,Each,A.35.06...,FG,Planner 12,TOL
1V657935072,"PLUG,BAL ~ 3 7/16 ORF,1L5000",3,Each,A.28.05...,FG,Planner 12,TOL
1V657946172,"PLUG,BAL ~ 3 7/16 ORF,1L5000",96,Each,A.29.05...,FG,Planner 12,TOL
1V658035072,"PLUG,BAL ~ 3 7/16 ORF,1L7500",1,Each,A.14.05...,FG,Planner 12,TOL
1V658046172,"PLUG,BAL  ~  3 7/16 ORF,1L7500",1,Each,A.14.01...,FG,Planner 12,TOL
1V658135072,"PLUG,BAL ~ 4 3/8 ORF,1L5000",4,Each,A.38.05...,FG,Planner 12,TOL
1V658146172,"PLUG,BAL ~ 4 3/8 ORF,1L5000",59,Each,A.29.06...,FG,Planner 12,TOL
1V6581X0042,"PLUG/STEM,BAL ~ 4 3/8 ORF,1L5000,12.50ACT",3,Each,A.37.06...,FG,Planner 12,TOL
1V658235072,"PLUG,BAL ~ 4 3/8 ORF,1L7500",2,Each,A.05.03...,FG,Planner 12,TOL
1V658246172,"PLUG,BAL ~ 4 3/8 ORF,1L7500",15,Each,A.16.05...,FG,Planner 12,TOL
1V658435072,"PLUG,BAL ~ 7 ORF,1L7500",2,Each,A.26.05...,FG,Planner 12,TOL
1V658446172,"PLUG,BAL ~ 7 ORF,1L7500",13,Each,A.20.05...,FG,Planner 12,TOL
1V6584X0042,"PLUG/STEM,BAL ~ 7 ORF,1L7500,18.38AB",2,Each,A.31.06...,FG,Planner 12,TOL
1V676433092,"SEAT RING ~ 6X4,4 3/8 PORT",5,Each,A.27.01...,FG,Planner 4,TOL
1V676446172,"SEAT RING  ~  6X4,4 3/8 PORT",4,Each,A.34.03...,FG,Planner 4,TOL
1V6764X0382,"SEAT RING ~ 6X4,4 3/8 PORT",1,Each,A.46.03...,FG,Planner 4,TOL
1V710035072,DISC RETAINER ~ 1 IN,1,Each,A.40.04...,FG,Planner 4,TOL
1V710235072,DISC SEAT ~ 1 IN,4,Each,A.22.04...,FG,Planner 4,TOL
1V710535072,DISC SEAT ~ 1 1/2 IN,1,Each,A.17.04...,FG,Planner 4,TOL
1V710635072,DISC SEAT ~ 2 IN,20,Each,A.32.02...,FG,Planner 4,TOL
1V710935072,DISC RETAINER ~ 2 1/2 IN,7,Each,A.33.03...,FG,Planner 4,TOL
1V711135072,DISC SEAT ~ 2 1/2 IN,1,Each,A.12.01...,FG,Planner 4,TOL
1V711435072,DISC SEAT ~ 3 IN,11,Each,A.05.04...,FG,Planner 4,TOL
1V711733092,DISC SEAT ~ 4 IN,26,Each,A.23.03...,FG,Planner 4,TOL
1V712033092,DISC SEAT ~ 6 IN,8,Each,A.12.05...,FG,Planner 4,TOL
1V712135072,"DISC RETAINER,RESTR ~ 1 1/2 X 1 IN",7,Each,A.42.01...,FG,Planner 4,TOL
1V712235072,"DISC SEAT,RESTRICTED ~ 1 1/2 X 1 IN",1,Each,A.05.02...,FG,Planner 10,TOL
1V712335072,DISC RETAINER ~ 6 X 4 IN,1,Each,A.41.01...,FG,Planner 4,TOL
1V712533092,DISC SEAT ~ 4 IN,7,Each,A.03.03...,FG,Planner 4,TOL
1V7826X0012,"DIAPH HEAD,LOWER ~ SIZE 70 & 87 4IN TRV",36,Each,A.32.06...,FG,Planner 4,TOL
1V9656X00A2,"STEM,ACTUATOR ~ 657 SIZE 70,4 TVL",7,Each,A.14.06...,FG,Planner 10,TOL
20A0142X012,"PLUG,M-FLOW ~ 3/16 ORF,1L3750,HFS&TIP",9,Each,A.27.05...,FG,Planner 12,TOL
20A2641X012,"PLUG,BAL ~ 4 3/8 ORF,1L5000",4,Each,A.24.03...,FG,Planner 12,TOL
20A2642X012,"PLUG,BAL ~ 7 ORF,1L7500",4,Each,A.30.06...,FG,Planner 12,TOL
20A3245X012,"CAGE,EQ% ~ 8,8 PORT",5,Each,A.43.04...,FG,Planner 3,TOL
20A3323X012,"CAGE,LOWER,LINEAR ~ 1 IN",4,Each,A.22.04...,FG,Planner 3,TOL
20A3324X012,"CAGE,LOWER ~ 1 IN NICKEL COATED",4,Each,A.20.06...,FG,Planner 3,TOL
20A3376X012,"CAGE,UPPER,LINEAR ~ 2 IN",4,Each,A.21.02...,FG,Planner 3,TOL
20A3382X012,"CAGE,LOWER ~ 2 IN",1,Each,A.26.01...,FG,Planner 3,TOL
20A3422X092,"PLUG,BAL ~ 3 7/16 ORF,1L5000",6,Each,A.32.04...,FG,Planner 12,TOL
20A3431X012,"CAGE,UPPER,LINEAR ~ 3 IN",3,Each,A.33.06...,FG,Planner 3,TOL
20A3464X082,"PLUG,BAL  ~  4 3/8 ORF,1L5000",1,Each,A.23.01...,FG,Planner 12,TOL
20A3511X012,"PLUG,QO ~ 7 ORF,1L7500",7,Each,A.17.04...,FG,Planner 12,TOL
20A3522X012,"CAGE,LOWER,LINEAR ~ 6 IN",2,Each,A.22.04...,FG,Planner 3,TOL
20A4097X012,"PLUG,BAL ~ 2 5/16 ORF,1L5000",2,Each,A.02.05...,FG,Planner 12,TOL
20A4099X012,"PLUG,BAL ~ 2 5/16 ORF,1L5000,HFS&G",3,Each,A.13.04...,FG,Planner 12,TOL
20A5414X012,"PLUG,BAL ~ 3 7/16 ORF,1L5000",3,Each,A.10.05...,FG,Planner 12,TOL
20A5469X012,"CAGE,QO ~ 8,8 PORT",1,Each,A.32.06...,FG,Planner 3,TOL
20A6125X012,"PLUG,VALVE ~ 1 5/16 ORF,21A3750",8,Each,A.33.04...,FG,Planner 12,TOL
20A6125X022,"PLUG,VALVE ~ 1 5/16 ORF,21A3750",1,Each,A.31.03...,FG,Planner 12,TOL
20A6128X012,"PLUG,VALVE ~ 1 7/8 ORF,21A3750",3,Each,A.20.02...,FG,Planner 12,TOL
20A6131X012,"PLUG,VALVE ~ 2 5/16 ORF,21A5000",4,Each,A.24.02...,FG,Planner 12,TOL
20A6131X022,"PLUG,VALVE ~ 2 5/16 ORF,21A5000",2,Each,A.05.07...,FG,Planner 12,TOL
20A6134X012,"PLUG,VALVE  ~  2 7/8 ORF,21A5000",3,Each,A.07.07...,FG,Planner 12,TOL
20A6353X012,"FLANGE,CYLINDER ~ SIZE 80",1,Each,A.44.04...,FG,Planner 10,TOL
20A6353X013,"FLANGE,CYLINDER ~ SIZE80 LESS PAINT",1,Each,A.21.06...,FG,Planner 10,TOL
20A9420X012,"PLUG,BAL  ~  2 5/16 ORF,VSC 1L5000,HFS",1,Each,A.14.05...,FG,Planner 12,TOL
20B1507X012,"SEAT,SPRING ~ 33,TYPE 1052",4,Each,A.20.06...,FG,Planner 10,TOL
20B1509X012,"SPRING ADJUSTOR ~ 33,TYPE 1052",2,Each,A.38.05...,FG,Planner 10,TOL
20B1690X022,"SEAT RING ~ 1 1/2,RESTRICTED PORT",3,Each,A.06.04...,FG,Planner 4,TOL
20B1692X022,SEAT RING ~ 2 60% RESTRICTED PORT,4,Each,A.07.03...,FG,Planner 4,TOL
20B1694X022,SEAT RING ~ 3 60% RESTRICTED PORT,4,Each,A.17.05...,FG,Planner 4,TOL
20B6184X022,SEAT RING ~ 4 60% RESTRICTED PORT,1,Each,A.07.04...,FG,Planner 4,TOL
20B6661X012,"PLUG,M-FLOW ~ 3/16 ORF,1L3750",1,Each,A.24.04...,FG,Planner 12,TOL
20B9223X012,"RETAINER,LINED ~ 3 (80MM) FULL PORT",15,Each,A.05.01...,FG,Planner 10,TOL
20B9234X012,"RETAINER,LINED ~ 4(100MM),FULL PORT",2,Each,A.33.03...,FG,Planner 10,TOL
20C2853X012,"SEAT RING,NOTCHFLO  ~  1,0.7 PORT",1,Each,A.09.03...,FG,Planner 4,TOL
20C3692X012,"PLUG,M-FORM ~ 1,1/4PORT,3/4TVL",19,Each,A.36.03...,FG,Planner 12,TOL
20C3692X032,"PLUG,M-FORM ~ 1,1/4PORT,3/4TVL",13,Each,A.03.06...,FG,Planner 12,TOL
20C3693X012,"PLUG,M-FORM ~ 1,3/8PORT,3/4TVL",2,Each,A.36.02...,FG,Planner 12,TOL
20C3694X012,"PLUG,M-FORM ~ 1,1/2PORT,3/4TVL",45,Each,A.14.04...,FG,Planner 12,TOL
20C3694X032,"PLUG,M-FORM ~ 1,1/2PORT,3/4TVL",8,Each,A.10.06...,FG,Planner 12,TOL
21A0187X012,"PLUG,BAL ~ 4 3/8 ORF,1L5000,HFS&G",3,Each,A.41.04...,FG,Planner 12,TOL
21A1937X012,"PLUG,BAL  ~  3 7/16 ORF,HFS",3,Each,A.14.04...,FG,Planner 12,TOL
21A3812X012,"STEM,ACTUATOR ~ 667-4 SIZE 70",13,Each,A.36.06...,FG,Planner 10,TOL
21A5353X012,"PLUG,HI-TEMP ~ 7 ORF,1L7500,HFS&G",1,Each,A.23.06...,FG,Planner 12,TOL
21A5362X012,"PLUG,BAL ~ 8 ORF,1L7500,HFS&G",2,Each,A.15.05...,FG,Planner 12,TOL
21A7469X012,STEM CONNECTOR  ~  1 IN STEM,1,Each,A.37.04...,FG,Planner 3,TOL
21A8262X012,"SLEEVE ASSY,LOWER ~ SIZE 70 & 87 4 TVL",4,Each,A.14.02...,FG,Planner 4,TOL
21A8262X022,"SLEEVE,LOWER ~ SIZE 70 & 87 4 TVL",3,Each,A.36.03...,FG,Planner 4,TOL
21A9708X012,"SEAT RING ~ 12X6,5 3/8 PORT",2,Each,A.11.02...,FG,Planner 4,TOL
21A9794X012,"SEAT RING ~ 6,5 3/8 PORT",7,Each,A.03.04...,FG,Planner 4,TOL
21B0658X012,"SEAL PROTECTOR RING ~ 3,CL150,6.50 F TO F",1,Each,A.41.05...,FG,Planner 3,TOL
21B0658X662,"SEAL PROTECTOR RING ~ 3,CL150-600,TCM,6.50 F-F",19,Each,A.07.05...,FG,Planner 3,TOL
21B0665X782,"SEAL PROTECTOR RING ~ 4-CL 150-600(DN100 PN10-16)TCM,7.62FF",23,Each,A.30.06...,FG,Planner 3,TOL
21B0678X742,"SEAL PROTECTOR RING ~ NPS 6,CL150-600,TCM,9.00 F-F",68,Each,A.05.07...,FG,Planner 3,TOL
21B2196X012,"FLANGE,PACKING ~ 1/2 STEM",2,Each,A.45.02...,FG,Planner 10,TOL
21B2197X012,"FLANGE,PACKING ~ 3/4 STEM",8,Each,A.15.06...,FG,Planner 10,TOL
21B3687X012,"SEAT RING ~ 2 1/2,2 7/8PORT,WIDE BEVEL ST",5,Each,A.06.03...,FG,Planner 4,TOL
21B7011X022,"SEAT RING ~ 4,3 7/16 PORT,WIDE BEVEL",11,Each,A.04.02...,FG,Planner 4,TOL
221462001P00,"DIAPHRAGM,GX ~ 225",988,Each,A.52.01...,FG,Planner 9,TOL
221564001P00,"DIAPHRAGM,GX~750",536,Each,A.52.01...,FG,Planner 9,TOL
22A0825X012,DIAPHRAGM  ~  14 5/8 DIA X 1 19/32,40,Each,A.52.01...,FG,Planner 9,TOL
22A3256X142,"CAGE RETAINER ~ 6 IN,5 3/8 PORT",1,Each,A.16.04...,FG,Planner 4,TOL
22A3259X012,"PLUG,BAL ~ 5 3/8 ORF,1L7500",2,Each,A.31.06...,FG,Planner 12,TOL
22A3294X012,"CAGE RETAINER ~ 8X6,5 3/8 PORT",1,Each,A.11.06...,FG,Planner 3,TOL
22A6275X063,VALVE BODY ~ 6X4 CL150 RF,1,Each,A.52.03...,FG,Planner 9,TOL
22A9048X022,"FLANGE,PACKING",2,Each,A.12.04...,FG,Planner 4,TOL
22A9329X012,"PISTON ~ 40,TYPE 1061",6,Each,A.34.03...,FG,Planner 4,TOL
22A9456X012,"PISTON ~ 30,TYPE 1061",37,Each,A.30.05...,FG,Planner 10,TOL
22A9457X012,"PISTON ~ 60,TYPE 1061",19,Each,A.41.04...,FG,Planner 10,TOL
22A9625X012,TURNBUCKLE ~ SIZE 3/4-16LH X 1/2-20,36,Each,A.39.05...,FG,Planner 4,TOL
22A9627X012,DIAPHRAGM ROD ~ SIZE 60,75,Each,A.24.06...,FG,Planner 10,TOL
22A9628X012,DIAPHRAGM ROD ~ SIZE 40,253,Each,A.36.05...,FG,Planner 10,TOL
